Id,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
153,Crocchette di patate,Antipasti,https://ricette.giallozafferano.it/Crocchette-di-patate.html,30,"[['Patate rosse', '1kg'], ['Tuorli', '30g'], ['Noce moscata', 'q.b.'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], ['Parmigiano Reggiano DOP', '100g'], ['Uova', '130g'], ['Pangrattato', 'q.b.'], ['Olio di semi di arachide', 'q.b.']]","Per preparare le crocchette di patate lavate le patate sotto l’acqua corrente per togliere residui di terra ponetele a lessare in un tegame capiente versando acqua fino a coprire e senza sbucciarle Passatele in uno schiacciapatate per ottenere una purea mentre sono ancora calde aromatizzate con la noce moscata grattugiata mescolate con un cucchiaio per amalgamare gli ingredienti fino ad ottenere un composto morbido e asciutto. Prendete una porzione di impasto del peso di circa 35 g dando una forma a cilindo, con le due estremità leggermente schiacciate. Man mano che formate le crocchette adagiatele su un vassoio rivestito con carta da forno Con la dose indicata otterrete circa 30 crocchette. Una volta ultimato l’impasto impanate le crocchette: preparate due ciotole rispettivamente con le due uova sbattute e l'altra con il pangrattato. Passate le crocchette prima nell’uovo Adagiate le crocchette su un vassoio rivestito con carta da forno. Una volta terminate tutte le crocchette, scaldate abbondante olio di arachidi in un tegame non troppo grande fino a raggiungere i 180-190° (si consiglia l'uso di un termometro da cucina per monitorare al meglio la temperatura) e poi tuffate all’interno 3-4 crocchette alla volta per non fare abbassare  la temperatura dell’olio Cuocete rigirandole con una schiumarola Servite le crocchette di patate ancora calde!"
154,Panettone gastronomico,Antipasti,https://ricette.giallozafferano.it/Panettone-gastronomico.html,10,"[['Farina Manitoba', '150g'], ['Latte intero', '100g'], ['Lievito di birra secco', '2g'], ['Farina 0', '400g'], ['Latte intero', '120g'], ['Burro', '80g'], ['Zucchero', '40g'], ['Uova', '1'], ['Tuorli', '1'], ['Lievito di birra secco', '2g'], ['Sale fino', '8g'], ['Malto', '2g'], ['Formaggio fresco spalmabile', '100g'], ['Panna fresca liquida', '10g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Erba cipollina', '15g'], ['Salmone affumicato', '80g'], ['Asparagi', '150g'], ['Robiola', '100g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Caprino', '160g'], ['Concentrato di pomodoro', '10g'], ['Panna fresca liquida', '20g'], ['Radicchio', '40g'], ['Prosciutto cotto', '100g'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], ['Gamberi', '170g'], ['Erba cipollina', '5g'], ['Salsa cocktail', '80g']]","Per realizzare il panettone iniziate dalla biga: versate nella planetaria la farina manitoba setacciata versate il latte Coprite la biga con la pellicola Lasciate maturare la biga in frigorifero per una notte (12 ore). La mattina seguente, versate la biga nella ciotola della planetaria munita di gancio. Aggiungete altri 2 gr di lievito 120 gr di latte il malto lo zucchero Fate impastare brevemente e aggiungete le uova aspettando che il pezzo precedente sia stato assorbito prima di aggiungerne un altro. Aspettate di ottenere un impasto lucido ed elastico che si incorderà al gancio Spennellate con il burro morbido una ciotola Coprite con la pellicola e mettete a lievitare nel forno spento con la luce accesa per circa 4 ore.Trasferite l’impasto su una spianatoia ate una piega semplice a 3 (18-19)e tirate i lati corti in modo da allungarlo ominciate ad arrotolare l’impasto premendo con i pollici la chiusura, e mano a mano, portando gli angoli esterni al centro Mettete la palla ottenuta all’interno di uno stampo di carta per panettone da 1 kg Lasciate lievitare per circa 4 ore ovvero fin quando la calotta raggiungerà il bordo, in forno spento con la luce accesa. Spennellate la superficie con l’albume A cottura ultimata sfornate il panettone e infilzatelo nella parte più basse con l’apposito spillone senza far toccare la calotta (serve a mantenere la forma a cupola ed evitare che si sgonfi). Il panettone è pronto prima di farcirlo, ponetelo a rassodare in frigorifero.Preparate le farciture del panettone iniziando dalla farcia ai gamberi: tritate l’erba cipollina sgusciate i gamberetti lessateli in abbondante acqua salata Scolateli e versateli in una ciotola con la aggiungete l’erba cipollina conservate il cocktail di gamberi in frigorifero.Stemperate il formaggio spalmabile nella panna aromatizzate con l’erba cipollina tritata e mescolate per amalgamare gli ingredienti Preparate la farcia al caprino: in una ciotolina unite il caprino con la panna , aggiungete il concentrato di pomodoro salate, pepate Tagliate le punte e lasciatele intere riducete il resto del gambo in piccoli pezzettini Sbollentate le punte per un paio di minuti A parte sbollentate anche il resto degli asparagi che richiederanno una cottura più lunga di circa 5 minuti colateli e versateli in un mixer, aggiungete la robiola riponetela in frigorifero con le altre.Lavate e tagliate a listarelle il radicchio poi riprendete il panettone e tagliatelo in senso orizzontale in modo da ricavare 8 dischi di uguale spessore, più la calotta (20-21)Tutto è pronto per comporre il panettone gastronomico: ponete il primo disco come base, spalmate la crema aromatizzata all’era cipollina e adagiate sopra le fettine di salmone affumicato icoprite con altri due dischi di panettone farcite con la crema agli asparagi e distribuite sopra anche le punte degli asparagi proseguite ponendo altri due dischi poi farcite con la crema al pomodoro il radicchio chiudete nuovamente con due dischi e terminate con il cocktail di gamberetti richiudete con un disco e con la calotta Il vostro panettone gastronomico è pronto per essere gustato!"
155,Pasta e lenticchie,Primi piatti,https://ricette.giallozafferano.it/Pasta-e-lenticchie.html,4,"[['Ditaloni Rigati', '350g'], ['Lenticchie', '200g'], ['Pancetta affumicata', '80g'], ['Passata di pomodoro', '100g'], ['Carote', '80g'], ['Cipolle', '80g'], ['Sedano', '60g'], ['Brodo vegetale', '1l'], ['Aglio fresco', '1'], ['Rosmarino', '1'], ['Timo', '1'], ['Parmigiano Reggiano DOP', '40g'], ['Peperoncino', '1g'], [""Olio extravergine d'oliva"", '30g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare pasta e lenticchie iniziate facendo scaldare il brodo vegetale già filtrato: vi servirà tra pochi passaggi. Procedete poi alla preparazione del soffritto: tritate la cipolla, il sedano e la carota Poi aggiungete anche lo spicchio d'aglio scamiciato Sfumate con un mestolo di brodo Mescolate bene tutti gli ingredienti e poi, usando una pinza, togliete lo spicchio d'aglio Sciaquate le lenticchie sotto l'acqua corrente, aiutandovi con un colino Aggiungete anche il peperoncino essiccato spezzettato unite la passata di pomodoro per toglierli più facilmente dopo. Aggiungete il brodo fino a coprire bene tutto il condimento poi coprite la casseruola Aggiungete qualche mestolata di brodo per portare a cottura la pasta La vostra pasta e lenticchie è pronta per essere gustata!"
156,Cosce di pollo al forno,Secondi piatti,https://ricette.giallozafferano.it/Cosce-di-pollo-al-forno.html,2,"[['Cosce di pollo', '430g'], ['Patate', '500g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], [""Olio extravergine d'oliva"", '50g'], ['Rosmarino', '3'], ['Timo', '3'], ['Paprika piccante', '2']]","Per preparare le cosce di pollo al forno iniziate ad eliminare le piume sui fusi, utilizzando una pinzetta A questo punto fiammeggiate le cosce con un cannello Tenete da parte per un attimo i fusi e sbucciate le patate dopodichè tagliatele a spicchi Condite con sale, pepe e la quantità di olio rimasta poi aggiungete anche le coscette di pollo In ultimo aggiungete anche la paprika cercando di spolverizzarla sia sul pollo che sulle patate Cuocete in forno statico preriscaldato a 180° per 80 minuti, girandole a metà cottura. Quando saranno cotte e ben dorate, sfornatele "
157,Dorayaki,Dolci,https://ricette.giallozafferano.it/Dorayaki.html,6,"[['Acqua', '180g'], ['Farina 00', '240g'], ['Zucchero a velo', '150g'], ['Uova', '2'], ['Lievito in polvere per dolci', '3g'], ['Miele', '20g'], ['Olio di semi', 'q.b.']]","Per preparare i dorayaki per prima cosa versate la farina in una ciotola poi unite lo zucchero a velo A questo punto aggiungete anche le uova il miele Una volta che avrete aggiunto tutti gli ingredienti nella ciotola iniziate a sbattere con una frusta, prima lentamente poi energicamente Scaldate la padella per crepes (o una padella ampia antiaderente), versate un filo d'olio e spandetelo sulla superficie con un foglio di carta da cucina Il fuoco deve essere medio: in questo modo non rischierete che i vostri dorayaki si scuriscano troppo. In base a quanto impasto utilizzerete, otterrete dei dorayaki più o meno grandi. Attendete circa 3 minuti e non appena in superficie spunteranno delle piccole bollicine potrete girarli e proseguire la cottura per 1 minuto anche dall'altro lato Proseguite in questo modo fino a terminare l'impasto e impilate man mano i vostri dorayaki che potrete già gustare al naturale o servire a mò di panino farcendo con confetture e creme a piacere "
158,Polpette di zucca,Antipasti,https://ricette.giallozafferano.it/Polpette-di-zucca.html,16,"[['Zucca', '500g'], ['Pangrattato', '100g'], ['Parmigiano Reggiano DOP', '100g'], ['Scamorza affumicata', '50g'], ['Uova', '1'], ['Salvia', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Pangrattato', 'q.b.'], ['Olio di semi', 'q.b.']]","Per preparare le polpette di zucca, per prima cosa occupatevi della zucca (noi abbiamo usato la varietà violina, ma andranno bene anche le altre qualità, come la delica): dividetela a metà Dovrete ottenere 500 g di polpa di zucca. Sistemate le fette di zucca su una leccarda foderata con carta forno, condite con un filo d’olio Nel frattempo, tritate finemente le foglie di salvia Quando la zucca sarà cotta sfornatela e trasferitela in una ciotola.Schiacciate la zucca con la forchetta poi aggiungete il pangrattato Unite anche l’uovo Impastate il composto con le mani per amalgamare bene tutti gli ingredienti, poi pepate a piacere Col composto ottenuto formate delle palline di circa 40 g l’una, inserendo al centro qualche cubetto di scamorza affumicata Richiudete la polpetta in modo da sigillare il formaggio all’interno e lavoratela con le mani per darle una forma tonda Proseguite allo stesso modo con tutte le altre, ne otterrete circa 16 con queste dosi. A questo punto portate l’olio per la frittura a una temperatura di 170° (è preferibile misurare con un termometro da cucina) e passate ogni polpetta nel pangrattato Immergetele nell’olio a temperatura per un paio di minuti, affinché il formaggio all’interno si sciolga Ricordatevi di friggere poche polpette per volta per evitare che la temperatura dell’olio si abbassi eccessivamente. Quando saranno ben dorate, scolatele su un foglio di carta assorbente per eliminare l’olio in eccesso Le vostre polpette di zucca sono pronte per essere servite ancora calde e filanti "
159,Crostata alla confettura di albicocche,Dolci,https://ricette.giallozafferano.it/Crostata-alla-confettura-di-albicocche.html,8,"[['Farina 00', '250g'], ['Burro', '150g'], ['Zucchero a velo', '100g'], ['Tuorli', '80g'], ['Miele di acacia', '20g'], ['Scorza di limone', '½'], ['Baccello di vaniglia', '½'], ['Sale fino', '1g'], ['Confettura di albicocche', '250g'], ['Scorza di limone', '½']]","Per preparare la crostata alla confettura di albicocche come prima cosa realizzate la pasta frolla. Nella ciotola di una planetaria dotata di foglia versate il burro morbido ma ancora plastico. Aggiungete lo zucchero a velo i semini che avrete prelevato dal baccello di vaniglia Azionate la macchina a velocità bassa e aggiungete il miele In una ciotolina a parte versate i tuorli e il sale mescolate per farlo sciogliere Aggiungete il tutto in planetaria mescolando sempre a velocità bassa. Dovrete lavorare l'impasto il meno possibile: dovrà risultare morbido, ma non appiccicoso A questo punto infarinate leggermente il piano e trasferite la frolla, aiutandovi con la marisa. Aggiungete sopra ancora un po' di farina e mescolate con una marisa, o un cucchiaio Riprendete dal frigo la frolla, eliminate la pellicola e posizionatela su un piano leggermente infarinato. Aggiungete sopra alla frolla ancora un po' di farina e stendetela con un mattarello in modo da ricavare uno spessore di 3,5 mm Lo spessore dovrà essere uniforme, passando la pasta tra i due pollici vi accorgerete se ci sono parti più spesse. A questo punto coppate la pasta utilizzando un anello da 21 cm Posizionate l'anello su una leccarda foderata con carta forno, trasferite il disco di pasta all'interno Versate la confettura al centro del disco di frolla e stendetela con il dorso di un cucchiaio lasciando circa 1 cm dal bordo. Ricavate delle striscioline dalla restante frolla. Creare il reticolo di losanghe è importante perchè in cottura la confettura non bruci e la crostata cuocia perfettamente. Aggiungete ancora poca farina sopra l'impasto e date un colpo di mattarello, lo spessore infatti dovrà essere leggermente inferiore rispetto al disco. Per ritagliarle aiutatevi con un mattarello e una rotella liscia Posizionate le strisce sulla crostata prima in un senso Con la frolla rimasta create un bastoncino del diametro di 2 cm Schiacciatelo leggermente con i polpastrelli. Utilizzando il manico di un cucchiaio imprimete delle pressioni su tutto il bordo In questo modo unirete le due parti di pasta e allo stesso tempo creerete un decoro A questo punto cuocete la crostata in forno statico a 165° per 45 minuti nel ripiano più basso. Quando sarà ben dorata estraetela dal forno e lasciatela intiepidire prima di estrarre l'anello Una volta raffreddata completamente, potete servire la vostra crostata alla confettura di albicocche "
160,Risotto ai funghi porcini,Primi piatti,https://ricette.giallozafferano.it/Risotto-ai-funghi-porcini.html,4,"[['Riso Carnaroli', '320g'], ['Funghi porcini', '400g'], ['Brodo vegetale', '1l'], ['Cipolle dorate', '1'], ['Aglio', '1'], ['Burro', '30g'], [""Olio extravergine d'oliva"", '2'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], ['Parmigiano Reggiano DOP', '50g'], ['Burro', '30g'], ['Prezzemolo', '2']]","Per realizzare il risotto ai funghi porcini, per prima cosa preparate il Se il fungo dovesse essere molto terroso potete passarlo brevemente sotto un getto di acqua corrente, ma assicuratevi di asciugarlo immediatamente per evitare che assorba l’acqua. Per ulteriori indicazioni, potete consultare la scuola di cucina “Scaldate l’olio in una padella antiaderente e fate soffriggere brevemente uno spicchio di aglio schiacciato poi alzate la fiamma e aggiungete i funghi Rosolate i funghi a fuoco vivace per circa 10 minuti in modo che prendano colore, poi salate pepate e togliete dal fuoco. I funghi rosolati daranno al risotto una gradevole nota abbrustolita.Nel frattempo mondate e tritate finemente la cipolla Sciogliete il burro in una casseruola, aggiungete la cipolla Quando il riso sarà diventato quasi trasparente, portatelo a cottura aggiungendo un mestolo di brodo alla volta Una volta cotto, mantecate il risotto a fuoco spento aggiungendo il burro e mescolate bene. Per ottenere un perfetto risotto all’onda potete aggiungere un altro mestolo di brodo, se necessario. In ultimo, guarnite con del prezzemolo fresco tritato e il vostro risotto ai funghi porcini è pronto per essere servito "
161,Spaghetti alla puttanesca,Primi piatti,https://ricette.giallozafferano.it/Spaghetti-alla-puttanesca.html,4,"[['Spaghetti', '320g'], ['Pomodori pelati', '800g'], [""Acciughe sott'olio"", '25g'], ['Capperi sotto sale', '10g'], ['Prezzemolo', '1'], ['Olive di Gaeta', '100g'], ['Aglio', '3'], ['Peperoncino secco', '2'], [""Olio extravergine d'oliva"", '30g'], ['Sale fino', 'q.b.']]","Per realizzare la puttanesca per prima cosa sciacquate sotto i capperi l’acqua corrente per eliminare il sale in eccesso poi asciugali e tritali grossolanamente al coltello Prendete le olive di gaeta denocciolate e schiacciatele con la lama del coltello Lavate, asciugate e tritate il prezzemolo Mettete sul fuoco una pentola colma di acqua da salare a bollore per cuocere la pasta. In una padella ampia versate l’olio, gli spicchi d’aglio sbucciati interi, il peperoncino secco tritato Unite anche i capperi dissalati Rosolate a fuoco medio per 5 minuti mescolando spesso, così le acciughe si scioglieranno e si sprigioneranno tutti gli aromi. A questo punto versate i pelati leggermente schiacciati mescolate con un cucchiaio e cuocete per altri 10 minuti a fuoco medio. Intanto cuocete gli spaghetti al dente Quando il sugo sarà pronto, rimuovete gli spicchi d’aglio Aromatizzate il sugo con il prezzemolo fresco tritato Quando la pasta sarà al dente, scolatela direttamente in padella Gli spaghetti alla puttanesca sono pronti da servire ben caldi "
162,Salmone al forno,Secondi piatti,https://ricette.giallozafferano.it/Salmone-al-forno.html,4,"[['Tranci di salmone', '660g'], ['Patate', '170g'], ['Scorza di limone', '1'], ['Succo di limone', '25g'], ['Vino bianco', '25g'], [""Olio extravergine d'oliva"", '50g'], ['Prezzemolo', '1cucchiaio'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per cucinare il filetto di salmone al forno, per prima cosa eliminate le lische del pesce con una pinzetta poi arrotolate un’estremità su se stessa e avvolgete l’altra estremità intorno al trancio in modo da ottenere un medaglione Legate il medaglione con uno spago da cucina per far sì che mantenga la forma anche in cottura Ora occupatevi dell’emulsione: grattugiate la scorza di un limone in una ciotola poi unite 25 g di succo di limone l’olio il vino bianco il prezzemolo tritato sale e pepe Condite i medaglioni di salmone con parte dell’emulsione poi copriteli con i dischetti di patate leggermente sovrapposti Quando i medaglioni saranno pronti cuocete in forno statico preriscaldato a 180° per circa 20 minuti, dopodiché azionate il grill a 240° e proseguite la cottura per altri 3-4 minuti, finché le patate non saranno dorate. Trascorso il tempo di cottura rimuovete lo spago da cucina e servite subito il vostro delizioso salmone al forno con patate "
163,Piadina Romagnola,Piatti Unici,https://ricette.giallozafferano.it/Piadina-Romagnola.html,6,"[['Farina 00', '500g'], ['Strutto', '125g'], ['Acqua', '170g'], ['Sale fino', '15g'], ['Bicarbonato', '5']]","Per realizzare la piadina romagnola, preparate l’impasto unendo in una ciotola la farina, il sale lo strutto Iniziate a impastare e aggiungete l’acqua in 3 volte poi trasferite il composto sul piano da lavoro Trascorso il tempo di riposo, rimuovete l’impasto dal sacchettino e formate un salsicciotto poi dividetelo in 6 porzioni uguali Date a ogni porzione di impasto la forma di una pallina lavorandola per circa 30 secondi in modo che diventi liscia e uniforme, poi avvolgetele nuovamente con un sacchetto per alimenti e lasciatele riposare per altri 30 minuti Trascorso il tempo di riposo, infarinate leggermente il piano da lavoro Scaldate bene una piastra e nel frattempo stendete ulteriormente le piadine, poi coppatele con un coppapasta del diametro di 22 cm Ora cuocete le piadine su un lato per 2 minuti, ruotandole continuamente con una mano per assicurare una cottura uniforme poi giratele e cuocetele per 2 minuti anche sull’altro lato fino a che non risulteranno leggermente dorate. Una volta cotte, impilate le vostre piadine una sull’altra e farcitele ancora calde "
164,Pasta con la zucca,Primi piatti,https://ricette.giallozafferano.it/Pasta-con-la-zucca.html,4,"[['Farfalle', '320g'], ['Zucca', '600g'], ['Pancetta affumicata', '60g'], ['Rosmarino', '1'], ['Brodo vegetale', '150g'], [""Olio extravergine d'oliva"", '50g'], ['Ricotta vaccina', '40g'], ['Scalogno', '30g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare la pasta con la zucca, per prima cosa prendete la zucca: tagliatela prima in grosse parti togliete i semi e i filamenti interni poi tagliatela a fette e togliete la buccia Tagliate le fette prima in striscioline e poi a cubetti di circa 1 cm poi prendete la pancetta e tagliatela a piccole striscioline quindi mettete da parte la zucca e la pancetta in due ciotole Nel frattempo mettete a bollire una pentola di acqua salata; tritate lo scalogno Mescolate e lasciate cuocere dolcemente mescolando di tanto in tanto perchè non si bruci.Quando lo scalogno sarà appassito, aggiungete la pancetta Regolate di pepe e sale Quando l'acqua bolle, mettete a cuocere la pasta Separate una parte di zucca stando attenti a non prendere anche la pancetta Azionate le lame fino ad ottenere un composto cremoso Scolate ora la pasta al dente direttamente nella padella Ora la pasta con la zucca è pronta per essere impiattata ed essere gustata "
165,Insalata di mare,Antipasti,https://ricette.giallozafferano.it/Insalata-di-mare.html,4,"[['Cozze', '1kg'], ['Vongole', '750g'], ['Polpo', '700g'], ['Gamberi', '500g'], ['Calamari', '400g'], ['Carote', '2'], ['Sedano', '2'], ['Aglio', '1'], ['Alloro', '4'], ['Prezzemolo', 'q.b.'], ['Pepe nero in grani', 'q.b.'], ['Sale grosso', 'q.b.'], ['Succo di limone', '40g'], [""Olio extravergine d'oliva"", '40g'], ['Prezzemolo', 'q.b.'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per realizzare l’insalata di mare iniziate con la pulizia delle vongole: scartate quelle col guscio rotto o dischiuso, poi mettetele in una ciotola e coprite con acqua Aggiungete una manciata di sale grosso mescolate delicatamente Nel frattempo passate alla cottura del polpo: tagliate il sedano e le carote a tocchetti grossolani Aggiungete anche i grani di pepe Poi immergete completamente il polpo nell’acqua, coprite con il coperchio Mettete le cozze da parte e dedicatevi alla pulizia dei gamberi: eliminate la testa, le zampe Passate alla pulizia dei calamari: separate la testa dal corpo ed eliminate la penna di cartilagine poi rimuovete le pinne e la pelle Infine tagliateli ad anelli A questo punto controllate la cottura del polpo: infilzandolo con una forchetta al centro dovrà risultare tenero ma ancora sodo Trasferite il polpo in uno scolapasta e lasciatelo intiepidire, poi rimuovete le verdure dall’acqua di cottura Versate anche i gamberi In tal caso bisognerà scartare le vongole che la contengono.In una casseruola rosolate uno spicchio d’aglio con un filo d’olio, poi aggiungete le cozze Cuocete a fiamma vivace per 5 minuti, giusto il tempo che si aprano Filtrate il tutto e raccogliete l'acqua di cottura in una ciotola: potrete utilizzarla per altre preparazioni. Eliminate i molluschi ancora chiusi e sgusciate gli altri in una ciotola, tenendone qualcuno intero per la guarnizione Riprendete il polpo oramai intiepidito e procedete con la pulizia: incidete la sacca all’altezza degli occhi per eliminarli Estraete le interiora dal capo Tagliate i tentacoli a tocchetti di 2 cm In ultimo preparate la citronette: tritate il prezzemolo Salate, pepate ed emulsionate con una forchetta Riprendete la ciotola con il polpo e unite i molluschi sgusciati i calamari Condite con l’emulsione Guarnite con i gusci interi tenuti da parte e servite la vostra deliziosa insalata di mare "
166,Arrosto di vitello al forno con patate,Secondi piatti,https://ricette.giallozafferano.it/Arrosto-di-vitello-al-forno-con-patate.html,4,"[['Sottofesa di vitello', '600g'], ['Patate', '1kg'], ['Vino bianco', '50g'], ['Rosmarino', '2'], ['Aglio', '2'], [""Olio extravergine d'oliva"", '40g'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.']]","Per preparare l’arrosto di vitello al forno con patate cominciate da queste ultime. Dopo averle ben lavate e asciugate, sbucciatele Versate i tocchetti in una ciotola e regolate di olio, sale e pepe Aggiungete un rametto di rosmarino spezzettato Intanto occupatevi della La prima cosa da fare però è quella di eliminare i tessuti biancastri che, durante la cottura, potrebbero diventare duri rendendo la carne poco tenera. Perciò con una mano tenete sollevato un lembo mentre con l’altra mano in cui impugnate una lama affilata, andrà bene quella per sfilettare il pesce andate a scartare queste parti fino a ripulire completamente il pezzo di carne Adesso passate a legarlo. Srotolate un bel po’ di spago da cucina e lasciatelo passare al di sotto della carne sistemata in senso orizzontale sul tagliere Congiungete le due estremità fino a formare un doppio nodo posto su lato esterno: per comodità noi partiamo dalla sinistra fino alla fine Ora fate passare lo spago intorno alla mano per due volte Poi fate passare la carne all’interno stringete lo spago tirando l’estremità superiore o quella inferiore, fino a ad arrivare al centro Ecco il primo nodo, ripetete così fino ad ingabbiare completamente il pezzo di vitello: intanto ricordatevi di lasciare circa un centimetro di spazio tra un nodo e l’altro Giunti alla fine ribaltate la carne dall’altro lato, tenendo sempre fermi i capi e saldate il tutto facendo nuovamente un doppio nodo, ovviamente al lato opposto rispetto al primo Steccate la carne facendo passare sotto i nodi l'altro rametto di rosmarino Sistemateci su il pezzo di carne e cominciate a massaggiarlo facendo aderire gli aromi in tutti i punti Mettete a scaldare l’olio in una padella e aggiungete la carne lasciandola sigillare a fiamma medio-alta su tutti i lati: perciò ogni minuto circa dovrete girarla con una pinza o dei cucchiai di legno Quando tutti i lati del pezzo di carne saranno ben sigillati, sfumate con il vino bianco Portate la carne al centro della leccarda facendo spazio tra le patate Cospargete il pezzo di vitello con il sughetto Trascorso il tempo il vostro arrosto di vitello al forno con patate sarà pronto: attendete qualche minuto prima di eliminare lo spago e affettare questa bontà "
167,Polpettone al forno,Secondi piatti,https://ricette.giallozafferano.it/Polpettone-al-forno.html,6,"[['Manzo', '600'], ['Salsiccia', '400g'], ['Pane', '200g'], ['Pecorino', '150g'], ['Latte intero', '200g'], ['Uova', '110g'], ['Timo', '3'], ['Noce moscata', '½'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Patate rosse', '500g'], ['Scalogno', '2'], ['Salvia', 'qualchefoglia'], ['Timo', '3'], ['Sale fino', 'q.b.'], ['Pepe nero', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.']]","Per preparare il polpettone al forno, per prima cosa eliminate la crosta del pane fresco con un coltello tagliatelo a cubotti e trasferitelo all’interno di una ciotola: in tutto vi occorreranno circa 150 g di mollica. Versate nella ciotola anche il latte Versate la carne macinata di manzo in un’altra ciotola poi unite la salsiccia il Pecorino grattugiato il pane ammollato nel latte e strizzato leggermente le uova intere la noce moscata qualche fogliolina di timo fresco, sale e pepe.Impastate il composto con le mani per amalgamare tutti gli ingredienti in modo omogeneo poi dategli la forma di un cilindro avendo cura di compattarlo bene Adagiate il polpettone su un foglio di carta forno, spennellatelo con l’olio d’oliva Ora preriscaldate il forno a 180° in modalità statica e passate alla preparazione del contorno: sciacquate le patate sotto l’acqua corrente poi mondate gli scalogni e tagliateli in 8 parti Trasferite le patate in una ciotola e aggiungete le foglioline di timo le foglie di salvia spezzettate grossolanamente sale e pepe Unite anche gli scalogni condite con l’olio d’oliva A questo punto prendete una teglia capiente, ungete il fondo con l’olio d’oliva e versate il mix di patate e scalogni all’interno Adagiate il polpettone nel centro della teglia "
168,Pizzette di sfoglia,Antipasti,https://ricette.giallozafferano.it/Pizzette-di-sfoglia.html,21,"[['Olive nere', '4'], [""Capperi sott'aceto"", '20'], ['Provola', '65g'], ['Uova', '1'], ['Origano', 'mezzocucchiaio'], ['Pasta Sfoglia', '230g'], [""Acciughe sott'olio"", '5'], ['Passata di pomodoro', '50g'], ['Pesto alla Genovese', '3']]","Per fare le pizzette di sfoglia iniziate preparando tutti gli ingredienti che serviranno per farcirle. Tagliate a rondelle sottili le olive nere denocciolate a listarelle e poi a cubetti la provola quindi sbattete l'uovo in una ciotolina utilizzando una forchetta A questo punto preparate la base: ricavate dal rotolo di pasta sfoglia 21 dischi con l’aiuto di un coppapasta tondo del diametro di 6 cm e poneteli su di un foglio di carta forno poi bucherellateli al centro con i rebbi di una forchetta e spennellateli con l’uovo sbattuto Procedete con la farcitura mettendo mezzo cucchiaio di passata di pomodoro al centro di 10 pizzette, lasciando libero un po’ di bordo esterno, poi 4-5 cubettini di provola Su 5 pizzette mettete le olive nere tagliate a rondelle e i capperi sott’aceto, su altre 5 un pizzico di origano Proseguite con la farcitura di altre 5 pizzette ponendo al centro di esse mezzo cucchiaino di pesto e 4-5 cubetti di provola; quindi preparate anche le ultime 6 ponendo al centro di ognuna di esse 4-5 cubetti di provola e un’acciuga sott’olio Infornate le pizzette di sfoglia in forno già caldo a 200° per circa 12-15 minuti o finché i bordi delle pizzette non saranno ben dorati. Servite le pizzette di sfoglia tiepide."
169,Scaloppine ai funghi,Secondi piatti,https://ricette.giallozafferano.it/Scaloppine-ai-funghi.html,4,"[['Vitello', '400g'], ['Funghi champignon', '500g'], ['Burro', '50g'], ['Pepe nero', 'q.b.'], ['Farina 00', '40g'], ['Aglio', '1'], [""Olio extravergine d'oliva"", '10g'], ['Sale fino', 'q.b.'], ['Timo', 'q.b.'], ['Rosmarino', '1']]","Per realizzare le scaloppine con i funghi tagliate a fette la noce di vitello poi con il batticarne affettatele per renderle più sottili infarinate le fettine di vitello da entrambi i lati Ora occupatevi della Se il fungo è abbastanza pulito, eliminate i pochi residui di terra con un pennello Ora procedete con la cottura della carne: in una padella sciogliete metà dose di burro (25 gr) aggiungendo anche l’olio di oliva Una volta ben dorate lasciatele intiepidire su un piatto Unite a questo punto le fettine di vitello rosolate e tenute da parte fate insaporire a fuoco basso per un minuto, aggiungendo un mestolo di acqua se necessario, e servite le scaloppine con i funghi ben calde "
